"Ціна, грн",Кімнати,Площа,Район,Адреса,Координати,Відстань,Рейтинг
30000,2,95,Печерський,"вул. Ділова, 4","(50.430240007317735, 30.520590017792102)",359,3
9000,1,21,Дніпровський,"просп. Соборності, 17","(50.4370056237951, 30.60864564148239)",1780,1
12500,2,54,Деснянський,"вул. Шолом-Алейхема, 26/23","(50.47418521273435, 30.63903104807527)",1189,1
32000,3,90,Голосіївський,"вул. Деміївська, 16","(50.40365001205524, 30.511089968733074)",478,3
8000,2,46,Голосіївський,"вул. Бурмистенка, 11","(50.393030015003404, 30.49679002282059)",630,3
9000,1,46,Дарницький,"вул. Тростянецька, 5б","(50.417919992663855, 30.64861998457863)",1888,2
10000,2,56,Голосіївський,"вул. Велика Васильківська, 92","(50.428830003565565, 30.515300031060036)",352,3
9000,3,67,Дарницький,"вул. Степана Олійника, 3","(50.40825000051794, 30.646199961493807)",924,2
12000,1,35,Святошинський,"просп. Перемоги, 71а","(50.45711000005579, 30.401900005713998)",298,1
11000,2,50,Голосіївський,"просп. Науки, 90","(50.3724299792072, 30.54370001449422)",3574,3
8000,2,48,Дніпровський,"просп. Соборності, 1","(50.437370000000044, 30.613560000000064)",1930,1
9000,2,52,Шевченківський,"вул. Олександра Довженка, 16","(50.46183999183674, 30.447889999695064)",813,3
22311,1,40,Голосіївський,"вул. Жилянська, 68","(50.436540013382455, 30.503060021671956)",911,3
14000,2,47,Шевченківський,"просп. Перемоги, 17","(50.44898998944507, 30.47376996393956)",542,3
18000,2,60,Шевченківський,"вул. Глибочицька, 13","(50.46096576761422, 30.488567626498625)",551,3
17000,3,107,Дарницький,"вул. Ахматової, 46","(50.4066500209303, 30.618440020186114)",1247,2
14000,2,55,Печерський,"вул. Різницька, 8","(50.43567001374237, 30.54255999184332)",806,3
9000,2,50,Солом'янський,"вул. Леваневського, 8/7","(50.44132000321585, 30.43630000689825)",1619,2
8000,2,50,Шевченківський,"вул. Корчака, 20а","(50.46510000734827, 30.415980010487118)",762,3
7500,2,40,Солом'янський,"вул. Тополева, 3","(50.44015001526108, 30.475130011548828)",967,2
8500,1,40,Голосіївський,"просп. Науки, 4","(50.403670000000034, 30.52634000000006)",633,3
9500,1,37,Святошинський,"вул. Наумова, 66","(50.47095000000007, 30.329720000000066)",1909,1
20283,2,55,Печерський,"вул. Лютеранська, 8","(50.44527999146155, 30.522829997596716)",263,3
6500,2,45,Деснянський,"вул. Кубанської України, 33","(50.43137416781373, 30.477814759406865)",1380,1
8000,3,112,Дарницький,"вул. Срібнокільська, 1","(50.40235002078225, 30.630049961912476)",488,2
11000,2,45,Дніпровський,"вул. Будівельників, 13","(50.44583998641272, 30.617480040815423)",1205,1
18000,2,82,Голосіївський,"вул. Антоновича, 72","(50.42671001070491, 30.513909976237414)",605,3
11000,3,60,Солом'янський,"вул. Іскрівська, 22","(50.43892998734438, 30.458339969840978)",1442,2
8000,1,36,Деснянський,"вул. Братиславська, 14","(50.46656998361766, 30.627219979943334)",772,1
9000,1,46,Святошинський,"вул. Коласа, 2","(50.43386000000004, 30.373960000000068)",2525,1
28396,1,36,Шевченківський,"вул. Глибочицька, 13","(50.46096576761422, 30.488567626498625)",551,3
20000,3,93,Дарницький,"вул. Урлівська, 36","(50.41063000001509, 30.616510003160926)",1674,2
6500,1,40,Дарницький,"просп. Бажана, 28в","(50.39740000000006, 30.63101000000006)",233,2
20000,2,90,Дарницький,"Дніпровська наб., 14а","(50.40230999719458, 30.614010016719817)",755,2
4800,1,24,Шевченківський,"вул. Олени Теліги, 45","(50.48199000325147, 30.455709980081622)",1091,3
24299,2,71,Голосіївський,"вул. Тарасівська, 29","(50.43481104715163, 30.505982238083888)",798,3
35000,4,160,Подільський,"Ярославський пров., 7/9","(50.46656987790417, 30.509592733866544)",519,2
28000,3,120,Подільський,"Ярославський пров., 7/9","(50.46656987790417, 30.509592733866544)",519,2
24000,2,110,Подільський,"Ярославський пров., 7/9","(50.46656987790417, 30.509592733866544)",519,2
9500,2,47,Святошинський,"вул. Чистяківська, 15","(50.45369001592215, 30.396910007296555)",578,1
10000,2,64,Подільський,"вул. Петропавлівська, 50б","(50.48341012730455, 30.458875489959297)",1339,2
22000,2,74,Голосіївський,"просп. Голосіївський, 30в","(50.406080009604835, 30.515570012161305)",204,3
7900,2,44,Солом'янський,"вул. Народного Ополчення, 6","(50.41888001394406, 30.45582003447032)",3444,2
33264,2,63,Дарницький,"просп. Бажана, 1а","(50.39740000000006, 30.63101000000006)",233,2
6500,1,36,Шевченківський,"вул. Щербаківського, 56/7","(50.472539994154374, 30.406260020288755)",1527,3
9000,1,35,Дарницький,"вул. Урлівська, 1/8","(50.40285000130666, 30.621239994941845)",903,2
30424,2,50,Шевченківський,"бульв. Шевченка, 2","(50.36298001201962, 30.688720015198328)",4608,3
10000,1,41,Голосіївський,"вул. Ломоносова, 34б","(50.38946601790385, 30.47827098667292)",745,3
12000,3,84,Голосіївський,"вул. Теремківська, 11","(50.36869999038461, 30.452310028696587)",239,3
12300,2,49,Шевченківський,"вул. Дмитрівська, 2","(50.44806001728776, 30.493640019788245)",792,3
12000,2,75,Голосіївський,"просп. Науки, 55а","(50.379519979646204, 30.536220004100443)",2730,3
7000,1,36,Дарницький,"вул. Бориса Гмирі, 15а","(50.39236998203788, 30.633410015438415)",695,2
22000,1,50,Солом'янський,"вул. Липківського, 16г","(50.436020000109465, 30.488069993671076)",636,2
14000,2,45,Дніпровський,"просп. Соборності, 17","(50.4370056237951, 30.60864564148239)",1780,1
26368,2,50,Печерський,"вул. Велика Васильківська, 47","(50.43494500007246, 30.51610998903838)",334,3
8000,2,60,Дніпровський,"вул. Сосницька, 21","(50.43564000652901, 30.635989965235808)",2730,1
10500,2,66,Дарницький,"вул. Драгоманова, 8б","(50.41432998162429, 30.63397001038956)",1747,2
15000,1,48,Дніпровський,"вул. Микільсько-Слобідська, 1а","(50.45464999529284, 30.593160032570893)",477,1
14000,1,44,Дніпровський,"вул. Регенераторна, 4к4","(50.43754999080559, 30.621279976620002)",2165,1
26000,3,100,Шевченківський,"вул. Гончара, 62","(50.45703230593938, 30.514153341999457)",793,3
14500,1,45,Подільський,"просп. Правди, 41д","(50.50534154506028, 30.447001844396027)",3395,2
5500,1,29,Шевченківський,"вул. Олени Теліги, 15","(50.47184999588498, 30.446619973725916)",216,3
14000,1,39,Дарницький,"вул. Софії Русової, 7","(50.38737000915566, 30.626350022212762)",1195,2
11000,1,25,Печерський,"вул. Предславинська, 12","(50.42643001322935, 30.519440020676456)",652,3
11500,2,57,Голосіївський,"вул. Ломоносова, 26","(50.391169986869755, 30.488750017475695)",62,3
6500,1,42,Деснянський,"бульв. Бикова, 8","(50.41669462112731, 30.5110395395843)",819,1
10000,1,33,Голосіївський,"вул. Ракетна, 24б","(50.38287001679785, 30.543440007857726)",2509,3
11200,1,45,Дарницький,"вул. Ревуцького, 42","(50.398799991420844, 30.65110002209019)",298,2
38000,3,109,Дніпровський,"вул. Ованеса Туманяна, 15а","(50.44386998770938, 30.604399997091093)",965,1
4700,1,21,Святошинський,"бульв. Вернадського, 67","(50.46456000323619, 30.367449964567754)",862,1
12000,1,54,Дарницький,"вул. Ахматової, 13д","(50.40711001977655, 30.63637997519055)",963,2
7000,2,43,Подільський,"просп. Свободи, 14","(50.50979001005635, 30.430789995207817)",3674,2
4500,1,28,Святошинський,"вул. Сім'ї Сосніних, 12а","(50.42284000218979, 30.390159976850327)",3892,1
17000,3,105,Дарницький,"Дніпровська наб., 23","(50.40647999402438, 30.612319973582544)",1232,2
10000,2,60,Дарницький,"вул. Драгоманова, 8б","(50.41432998162429, 30.63397001038956)",1747,2
5500,1,33,Подільський,"Межовий пров., 3","(50.515379985103095, 30.432360009491617)",4298,2
40565,4,100,Голосіївський,"вул. Антоновича, 4/6","(50.43918001951613, 30.51328996685953)",265,3
14000,2,58,Дарницький,"просп. Григоренка, 23","(50.40526998248197, 30.631779986727878)",751,2
16000,1,50,Дніпровський,"вул. Сверстюка, 6г","(50.44594562539568, 30.607386044868896)",928,1
9000,1,45,Святошинський,"вул. Єфремова, 29/22","(50.46316001585831, 30.338110034511487)",1306,1
7000,1,25,Святошинський,"просп. Курбаса, 10г","(50.43180997969202, 30.37778996414403)",2822,1
3000,1,35,Дніпровський,"вул. Сулеймана Стальського, 26","(50.48489999048641, 30.60662002796616)",3210,1
29000,2,120,Печерський,"вул. Драгомирова, 15","(50.40879000463002, 30.544940033249986)",1009,3
11000,1,45,Дарницький,"вул. Ревуцького, 42б","(50.39794998261982, 30.65111997101974)",384,2
12500,2,52,Подільський,"вул. Почайнинська, 64","(50.47296899837844, 30.513717343487183)",684,2
10999,1,26,Дарницький,"вул. Малоземельна, 75","(50.39228611154977, 30.59615315182415)",608,2
7500,1,24,Дарницький,"вул. Харченка, 17","(50.351936638923114, 30.422264510540167)",2909,2
8500,1,32,Солом'янський,"вул. Липківського, 11","(50.43403998503183, 30.486820000450507)",864,2
9000,1,34,Печерський,"вул. Тютюнника, 56/2","(50.417249985233525, 30.526869991108242)",458,3
23000,2,69,Шевченківський,"вул. Сікорського, 4д","(50.466169999198144, 30.430620010211413)",1178,3
12000,1,35,Голосіївський,"вул. Саксаганського, 54/56","(50.43741001302257, 30.50578003307143)",791,3
24339,1,52,Печерський,"бульв. Дружби Народів, 14-16","(50.413489989197586, 30.53760000063926)",666,3
32452,3,90,Подільський,"вул. Щекавицька, 53","(50.472940020483435, 30.516090025434323)",851,2
14000,2,74,Голосіївський,"Ясинуватський пров., 11","(50.40867001768606, 30.506110028599437)",924,3
18000,3,94,Голосіївський,"вул. Антоновича, 93","(50.42531797748501, 30.515346787057528)",661,3
32452,2,55,Шевченківський,"просп. Перемоги, 26а","(50.45109539429631, 30.4675479355677)",73,3
15000,3,65,Святошинський,"просп. Курбаса, 15","(50.424890006158904, 30.371119980873118)",3468,1
